id1	id2	type
AT5G48870	AT2G32170	PPI
AT5G48870	AT3G12780	PPI
AT5G48870	AT4G32720	PPI
AT5G48870	AT5G41770	PPI
AT5G48880	AT1G10070	PPI
AT5G48880	AT1G66740	PPI
AT5G48880	AT3G60360	PPI
AT5G48880	AT5G23900	PPI
AT5G49010	AT3G12110	PPI
AT5G49030	AT1G25155	PPI
AT5G49030	AT1G72730	PPI
AT5G49030	AT1G74710	PPI
AT5G49030	AT2G19980	PPI
AT5G49030	AT2G47000	PPI
AT5G49030	AT3G05760	PPI
AT5G49030	AT3G18660	PPI
AT5G49030	AT3G62870	PPI
AT5G49030	AT4G01850	PPI
AT5G49030	AT4G17190	PPI
AT5G49030	AT4G39200	PPI
AT5G49060	AT3G22110	PPI
AT5G49060	AT3G62870	PPI
AT5G49060	AT5G08160	PPI
AT5G49060	AT5G24090	PPI
AT5G59950	AT5G49060	PPI
AT5G49130	AT1G54560	PPI
AT5G49130	AT3G06470	PPI
AT5G49130	AT3G26590	PPI
AT5G49130	AT3G62870	PPI
AT5G49130	AT4G14240	PPI
AT5G49130	AT5G16820	PPI
AT5G66640	AT5G49130	PPI
AT5G49510	AT1G05910	PPI
AT5G49510	AT1G12520	PPI
AT5G49510	AT1G24706	PPI
AT5G49510	AT1G49540	PPI
AT5G49510	AT2G35670	PPI
AT5G49510	AT2G44150	PPI
AT5G49510	AT3G09920	PPI
AT5G49510	AT3G18520	PPI
AT5G49510	AT3G18860	PPI
AT5G49510	AT3G22110	PPI
AT5G49510	AT3G26020	PPI
AT5G49510	AT5G10260	PPI
AT5G49510	AT5G18620	PPI
AT5G49510	AT5G19740	PPI
AT5G49510	AT5G46030	PPI
AT5G49510	AT5G48640	PPI
AT5G49560	AT1G05830	PPI
AT5G49560	AT2G31020	PPI
AT5G49560	AT3G01280	PPI
AT5G49560	AT4G36050	PPI
AT5G60340	AT5G49560	PPI
AT5G49840	AT3G20550	PPI
AT5G49840	AT3G30842	PPI
AT5G49840	AT3G62870	PPI
AT5G49840	AT4G19690	PPI
AT5G49840	AT5G48070	PPI
AT5G49930	AT1G35350	PPI
AT5G49930	AT1G55690	PPI
AT5G49930	AT1G78770	PPI
AT5G49930	AT3G13330	PPI
AT5G49930	AT3G20550	PPI
AT5G49930	AT3G22290	PPI
AT5G49930	AT5G43340	PPI
AT5G49930	AT5G45620	PPI
AT5G52640	AT5G49930	PPI
AT5G55920	AT5G49930	PPI
AT5G49940	AT3G26590	PPI
AT5G49940	AT5G26250	PPI
AT5G49950	AT3G05710	PPI
AT5G49950	AT3G24350	PPI
AT5G49950	AT5G12480	PPI
AT5G52640	AT5G49950	PPI
AT5G49970	AT1G06550	PPI
AT5G49970	AT1G09270	PPI
AT5G49970	AT1G13580	PPI
AT5G49970	AT1G19660	PPI
AT5G49970	AT1G20260	PPI
AT5G49970	AT1G20693	PPI
AT5G49970	AT1G21700	PPI
AT5G49970	AT1G25155	PPI
AT5G49970	AT1G28460	PPI
AT5G49970	AT1G35350	PPI
AT5G49970	AT1G47830	PPI
AT5G49970	AT1G52300	PPI
AT5G49970	AT1G55300	PPI
AT5G49970	AT1G63780	PPI
AT5G49970	AT1G66590	PPI
AT5G49970	AT1G72340	PPI
AT5G49970	AT1G74560	PPI
AT5G49970	AT1G76300	PPI
AT5G49970	AT1G78970	PPI
AT5G49970	AT1G80710	PPI
AT5G49970	AT2G05170	PPI
AT5G49970	AT2G19980	PPI
AT5G49970	AT2G24960	PPI
AT5G49970	AT2G30160	PPI
AT5G49970	AT2G32670	PPI
AT5G49970	AT2G35390	PPI
AT5G49970	AT2G41380	PPI
AT5G49970	AT2G47570	PPI
AT5G49970	AT3G13210	PPI
AT5G49970	AT3G18660	PPI
AT5G49970	AT3G22290	PPI
AT5G49970	AT3G22890	PPI
AT5G49970	AT3G24010	PPI
AT5G49970	AT3G28710	PPI
AT5G49970	AT3G46900	PPI
AT5G49970	AT3G48170	PPI
AT5G49970	AT3G50670	PPI
AT5G49970	AT3G52250	PPI
AT5G49970	AT3G53030	PPI
AT5G49970	AT3G53880	PPI
AT5G49970	AT3G54670	PPI
AT5G49970	AT3G54840	PPI
AT5G49970	AT3G57300	PPI
AT5G49970	AT3G57990	PPI
AT5G49970	AT3G62870	PPI
AT5G49970	AT4G09800	PPI
AT5G49970	AT4G10360	PPI
AT5G49970	AT4G16660	PPI
AT5G49970	AT4G19880	PPI
AT5G49970	AT4G21490	PPI
AT5G49970	AT4G25340	PPI
AT5G49970	AT4G25950	PPI
AT5G49970	AT4G27130	PPI
AT5G49970	AT4G28860	PPI
AT5G49970	AT4G38250	PPI
AT5G49970	AT4G39200	PPI
AT5G49970	AT5G09590	PPI
AT5G49970	AT5G09660	PPI
AT5G49970	AT5G13860	PPI
AT5G49970	AT5G14060	PPI
AT5G49970	AT5G15240	PPI
AT5G49970	AT5G16980	PPI
AT5G49970	AT5G17860	PPI
AT5G49970	AT5G20340	PPI
AT5G49970	AT5G24090	PPI
AT5G49970	AT5G24840	PPI
AT5G49970	AT5G45620	PPI
AT5G53480	AT5G49970	PPI
AT5G60540	AT5G49970	PPI
AT5G64760	AT5G49970	PPI
AT5G65980	AT5G49970	PPI
AT5G57240	AT5G50130	PPI
AT5G52640	AT5G50160	PPI
AT5G50320	AT1G04160	PPI
AT5G50320	AT2G02760	PPI
AT5G50320	AT4G10710	PPI
AT5G50320	AT4G17020	PPI
AT5G50320	AT4G34580	PPI
AT5G50320	AT4G35020	PPI
AT5G57015	AT5G50320	PPI
AT5G58003	AT5G50320	PPI
AT5G50430	AT1G79830	PPI
AT5G50430	AT2G17980	PPI
AT5G50430	AT4G21540	PPI
AT5G52640	AT5G50430	PPI
AT5G50550	AT1G02130	PPI
AT5G50550	AT1G29330	PPI
AT5G50550	AT1G65040	PPI
AT5G50550	AT2G36300	PPI
AT5G50550	AT3G60860	PPI
AT5G50550	AT4G39220	PPI
AT5G50720	AT1G07420	PPI
AT5G50720	AT1G08750	PPI
AT5G50720	AT2G34980	PPI
AT5G50720	AT2G40190	PPI
AT5G50720	AT3G01380	PPI
AT5G50720	AT3G09900	PPI
AT5G50720	AT3G16100	PPI
AT5G50720	AT3G55360	PPI
AT5G50720	AT5G10260	PPI
AT5G66020	AT5G50720	PPI
AT5G50850	AT5G12370	PPI
AT5G52640	AT5G50850	PPI
AT5G50870	AT4G14800	PPI
AT5G51050	AT4G34640	PPI
AT5G51050	AT5G13490	PPI
AT5G51070	AT1G18100	PPI
AT5G51070	AT3G59280	PPI
AT5G52640	AT5G51120	PPI
AT5G51180	AT1G47830	PPI
AT5G51180	AT1G66590	PPI
AT5G51180	AT2G31020	PPI
AT5G51180	AT3G14600	PPI
AT5G51540	AT2G36380	PPI
AT5G51540	AT3G25585	PPI
AT5G51540	AT5G16040	PPI
AT5G51660	AT1G73960	PPI
AT5G51660	AT5G37720	PPI
AT5G52640	AT5G51660	PPI
AT5G51740	AT2G29080	PPI
AT5G52640	AT5G51740	PPI
AT5G51820	AT1G11870	PPI
AT5G51820	AT1G12730	PPI
AT5G51820	AT1G15440	PPI
AT5G51820	AT1G16280	PPI
AT5G51820	AT1G20693	PPI
AT5G51820	AT1G21690	PPI
AT5G51820	AT1G25155	PPI
AT5G51820	AT1G29970	PPI
AT5G51820	AT1G52500	PPI
AT5G51820	AT1G74710	PPI
AT5G51820	AT2G01690	PPI
AT5G51820	AT2G16950	PPI
AT5G51820	AT2G20510	PPI
AT5G51820	AT2G24960	PPI
AT5G51820	AT2G29540	PPI
AT5G51820	AT2G32670	PPI
AT5G51820	AT3G11290	PPI
AT5G51820	AT3G14090	PPI
AT5G51820	AT3G22110	PPI
AT5G51820	AT3G43810	PPI
AT5G51820	AT3G47120	PPI
AT5G51820	AT3G62870	PPI
AT5G51820	AT4G03430	PPI
AT5G51820	AT4G25950	PPI
AT5G51820	AT4G27960	PPI
AT5G51820	AT4G34460	PPI
AT5G51820	AT5G01430	PPI
AT5G51820	AT5G02760	PPI
AT5G51820	AT5G07760	PPI
AT5G51820	AT5G15090	PPI
AT5G51820	AT5G16040	PPI
AT5G51820	AT5G16750	PPI
AT5G52640	AT5G51820	PPI
AT5G51830	AT1G20140	PPI
AT5G51940	AT1G15780	PPI
AT5G51940	AT1G29940	PPI
AT5G51940	AT1G54250	PPI
AT5G51940	AT1G61700	PPI
AT5G51940	AT2G17510	PPI
AT5G51940	AT2G18290	PPI
AT5G51940	AT2G29540	PPI
AT5G51940	AT3G13940	PPI
AT5G51940	AT3G52090	PPI
AT5G51940	AT4G08350	PPI
AT5G51940	AT5G12480	PPI
AT5G51940	AT5G35910	PPI
AT5G51940	AT5G41010	PPI
AT5G51940	AT5G45140	PPI
AT5G63670	AT5G51940	PPI
AT5G52640	AT5G51970	PPI
AT5G52200	AT1G55810	PPI
AT5G52200	AT1G73810	PPI
AT5G52200	AT2G15430	PPI
AT5G52200	AT2G45490	PPI
AT5G52200	AT3G19930	PPI
AT5G52200	AT3G26590	PPI
AT5G52200	AT3G62870	PPI
AT5G52200	AT4G34580	PPI
AT5G52200	AT5G01410	PPI
AT5G52200	AT5G51820	PPI
AT5G52640	AT5G52200	PPI
AT5G53120	AT5G52200	PPI
AT5G57270	AT5G52200	PPI
AT5G61650	AT5G52200	PPI
AT5G65690	AT5G52200	PPI
AT5G52210	AT1G71530	PPI
AT5G52210	AT3G29060	PPI
AT5G52210	AT3G54840	PPI
AT5G52210	AT3G61210	PPI
AT5G52210	AT3G62870	PPI
AT5G52210	AT4G27090	PPI
AT5G52210	AT4G30820	PPI
AT5G52210	AT4G34580	PPI
AT5G52210	AT4G36750	PPI
AT5G52210	AT5G19090	PPI
AT5G53120	AT5G52210	PPI
AT5G52350	AT1G18870	PPI
AT5G52350	AT1G27320	PPI
AT5G67270	AT5G52580	PPI
AT5G52590	AT3G49680	PPI
AT5G52590	AT5G16040	PPI
AT5G52640	AT1G67680	PPI
AT5G52640	AT3G06483	PPI
AT5G52640	AT3G22830	PPI
AT5G52640	AT3G55620	PPI
AT5G52640	AT3G56510	PPI
AT5G52640	AT4G22790	PPI
AT5G55090	AT5G52640	PPI
AT5G52640	AT5G56030	PPI
AT5G52650	AT1G07770	PPI
AT5G52650	AT1G18070	PPI
AT5G52650	AT1G32750	PPI
AT5G52650	AT1G54140	PPI
AT5G52650	AT2G09990	PPI
AT5G52650	AT2G37270	PPI
AT5G52650	AT3G11400	PPI
AT5G52650	AT3G24080	PPI
AT5G52650	AT3G60240	PPI
AT5G52650	AT3G62310	PPI
AT5G52650	AT4G00100	PPI
AT5G52650	AT4G19610	PPI
AT5G52650	AT5G52640	PPI
AT5G58230	AT5G52650	PPI
AT5G62300	AT5G52650	PPI
AT5G66100	AT5G52650	PPI
AT5G52820	AT2G27200	PPI
AT5G52820	AT2G45490	PPI
AT5G52820	AT3G58660	PPI
AT5G52820	AT3G62310	PPI
AT5G53000	AT3G25800	PPI
AT5G53010	AT1G25155	PPI
AT5G53010	AT1G74710	PPI
AT5G53010	AT3G22890	PPI
AT5G53120	AT2G35390	PPI
AT5G53120	AT3G24010	PPI
AT5G53120	AT3G26590	PPI
AT5G53120	AT3G53030	PPI
AT5G53120	AT3G62870	PPI
AT5G53120	AT4G13980	PPI
AT5G53120	AT5G09590	PPI
AT5G65690	AT5G53120	PPI
AT5G53300	AT1G07810	PPI
AT5G53300	AT2G01600	PPI
AT5G53300	AT2G23820	PPI
AT5G53300	AT2G24960	PPI
AT5G53300	AT3G18660	PPI
AT5G53300	AT3G57300	PPI
AT5G53300	AT3G62870	PPI
AT5G53300	AT4G38250	PPI
AT5G53300	AT5G08335	PPI
AT5G53300	AT5G09590	PPI
AT5G53350	AT1G53880	PPI
AT5G54840	AT5G53350	PPI
AT5G53460	AT2G33370	PPI
AT5G53460	AT5G12370	PPI
AT5G53460	AT5G16040	PPI
AT5G53460	AT5G35980	PPI
AT5G53480	AT1G13120	PPI
AT5G53480	AT1G15780	PPI
AT5G53480	AT1G19660	PPI
AT5G53480	AT1G34580	PPI
AT5G53480	AT2G14610	PPI
AT5G53480	AT2G31260	PPI
AT5G53480	AT2G37470	PPI
AT5G53480	AT2G45490	PPI
AT5G53480	AT2G45710	PPI
AT5G53480	AT2G47510	PPI
AT5G53480	AT3G12860	PPI
AT5G53480	AT3G54380	PPI
AT5G53480	AT3G63130	PPI
AT5G53480	AT4G23570	PPI
AT5G53480	AT5G01410	PPI
AT5G53480	AT5G17920	PPI
AT5G53480	AT5G18620	PPI
AT5G53480	AT5G35910	PPI
AT5G63400	AT5G53480	PPI
AT5G65180	AT5G53480	PPI
AT5G53560	AT2G36170	PPI
AT5G53560	AT5G52640	PPI
AT5G53770	AT1G17980	PPI
AT5G53770	AT2G22400	PPI
AT5G53770	AT3G62310	PPI
AT5G53770	AT5G09740	PPI
AT5G53770	AT5G24840	PPI
AT5G55310	AT5G53770	PPI
AT5G53850	AT5G52640	PPI
AT5G53940	AT1G13950	PPI
AT5G53940	AT1G30000	PPI
AT5G53940	AT2G16740	PPI
AT5G53940	AT3G02740	PPI
AT5G53940	AT3G54840	PPI
AT5G53940	AT3G62960	PPI
AT5G54200	AT1G09640	PPI
AT5G54200	AT1G11660	PPI
AT5G54200	AT1G18540	PPI
AT5G54200	AT1G20760	PPI
AT5G54200	AT1G21640	PPI
AT5G54200	AT1G22300	PPI
AT5G54200	AT1G27970	PPI
AT5G54200	AT1G32090	PPI
AT5G54200	AT1G33770	PPI
AT5G54200	AT1G34065	PPI
AT5G54200	AT1G34580	PPI
AT5G54200	AT1G44180	PPI
AT5G54200	AT1G55730	PPI
AT5G54200	AT1G63290	PPI
AT5G54200	AT1G64480	PPI
AT5G54200	AT1G71280	PPI
AT5G54200	AT1G74060	PPI
AT5G54200	AT2G03040	PPI
AT5G54200	AT2G07640	PPI
AT5G54200	AT2G14120	PPI
AT5G54200	AT2G16090	PPI
AT5G54200	AT2G16740	PPI
AT5G54200	AT2G18450	PPI
AT5G54200	AT2G19910	PPI
AT5G54200	AT2G21250	PPI
AT5G54200	AT2G28720	PPI
AT5G54200	AT2G36160	PPI
AT5G54200	AT3G01090	PPI
AT5G54200	AT3G05960	PPI
AT5G54200	AT3G08950	PPI
AT5G54200	AT3G09740	PPI
AT5G54200	AT3G11900	PPI
AT5G54200	AT3G12200	PPI
AT5G54200	AT3G12580	PPI
AT5G54200	AT3G13080	PPI
AT5G54200	AT3G16050	PPI
AT5G54200	AT3G16950	PPI
AT5G54200	AT3G19160	PPI
AT5G54200	AT3G19940	PPI
AT5G54200	AT3G19980	PPI
AT5G54200	AT3G20390	PPI
AT5G54200	AT3G21460	PPI
AT5G54200	AT3G23570	PPI
AT5G54200	AT3G25980	PPI
AT5G54200	AT3G30842	PPI
AT5G54200	AT3G49910	PPI
AT5G54200	AT3G53570	PPI
AT5G54200	AT3G59410	PPI
AT5G54200	AT3G61430	PPI
AT5G54200	AT4G26230	PPI
AT5G54200	AT4G30990	PPI
AT5G54200	AT4G35310	PPI
AT5G54200	AT4G36800	PPI
AT5G54200	AT5G06420	PPI
AT5G54200	AT5G16750	PPI
AT5G54200	AT5G17000	PPI
AT5G54200	AT5G20010	PPI
AT5G54200	AT5G37850	PPI
AT5G54200	AT5G41190	PPI
AT5G54200	AT5G44500	PPI
AT5G54200	AT5G46150	PPI
AT5G54200	AT5G52640	PPI
AT5G67380	AT5G54200	PPI
AT5G54260	AT1G08840	PPI
AT5G54260	AT1G21700	PPI
AT5G54260	AT1G59890	PPI
AT5G54260	AT1G63160	PPI
AT5G54260	AT1G79990	PPI
AT5G54260	AT2G37550	PPI
AT5G54260	AT2G44680	PPI
AT5G54260	AT2G45700	PPI
AT5G54260	AT3G20475	PPI
AT5G54260	AT5G09740	PPI
AT5G54260	AT5G52640	PPI
AT5G55310	AT5G54260	PPI
AT5G63110	AT5G54260	PPI
AT5G54620	AT3G09920	PPI
AT5G54750	AT1G12360	PPI
AT5G54770	AT1G05180	PPI
AT5G54770	AT1G07180	PPI
AT5G54770	AT2G05170	PPI
AT5G54770	AT2G17360	PPI
AT5G54770	AT2G36170	PPI
AT5G54770	AT3G43980	PPI
AT5G54770	AT3G47610	PPI
AT5G54770	AT3G49370	PPI
AT5G54770	AT3G56160	PPI
AT5G54770	AT3G62870	PPI
AT5G54770	AT4G35370	PPI
AT5G54770	AT5G52640	PPI
AT5G54800	AT1G34580	PPI
AT5G54800	AT2G45960	PPI
AT5G54800	AT3G62870	PPI
AT5G54800	AT4G17190	PPI
AT5G54810	AT1G53880	PPI
AT5G54810	AT4G14800	PPI
AT5G54810	AT4G26840	PPI
AT5G54840	AT1G18610	PPI
AT5G54840	AT2G14120	PPI
AT5G54840	AT3G15460	PPI
AT5G54840	AT3G27000	PPI
AT5G54840	AT3G49360	PPI
AT5G54840	AT4G23430	PPI
AT5G54840	AT5G48180	PPI
AT5G66360	AT5G54840	PPI
AT5G54910	AT2G20980	PPI
AT5G54910	AT2G37840	PPI
AT5G54910	AT3G01090	PPI
AT5G54910	AT3G14100	PPI
AT5G54910	AT3G56990	PPI
AT5G54910	AT4G08350	PPI
AT5G54910	AT5G22840	PPI
AT5G58420	AT5G54910	PPI
AT5G54940	AT4G04700	PPI
AT5G54960	AT1G02100	PPI
AT5G54960	AT1G06960	PPI
AT5G54960	AT1G12900	PPI
AT5G54960	AT1G17810	PPI
AT5G54960	AT1G23190	PPI
AT5G54960	AT1G30220	PPI
AT5G54960	AT1G50110	PPI
AT5G54960	AT1G70290	PPI
AT5G54960	AT2G19980	PPI
AT5G54960	AT2G37925	PPI
AT5G54960	AT3G13900	PPI
AT5G54960	AT3G57140	PPI
AT5G54960	AT3G62870	PPI
AT5G54960	AT4G14000	PPI
AT5G54960	AT4G21490	PPI
AT5G54960	AT4G30530	PPI
AT5G54960	AT5G02500	PPI
AT5G55080	AT2G20800	PPI
AT5G55080	AT3G62870	PPI
AT5G55090	AT1G02080	PPI
AT5G55090	AT1G17140	PPI
AT5G55090	AT1G17720	PPI
AT5G55090	AT1G19120	PPI
AT5G55090	AT1G67070	PPI
AT5G55090	AT2G26300	PPI
AT5G55090	AT3G04770	PPI
AT5G55090	AT4G31770	PPI
AT5G55090	AT4G34460	PPI
AT5G55090	AT4G34490	PPI
AT5G55090	AT5G09550	PPI
AT5G55090	AT5G16010	PPI
AT5G55090	AT5G45130	PPI
AT5G58690	AT5G55090	PPI
AT5G55130	AT1G04160	PPI
AT5G55130	AT4G35020	PPI
AT5G55160	AT1G44820	PPI
AT5G55160	AT1G72680	PPI
AT5G55160	AT1G74320	PPI
AT5G55160	AT1G77670	PPI
AT5G55160	AT2G31020	PPI
AT5G55160	AT2G46230	PPI
AT5G55160	AT3G50670	PPI
AT5G55160	AT4G20870	PPI
AT5G55160	AT5G47630	PPI
AT5G55180	AT1G74810	PPI
AT5G55180	AT2G38960	PPI
AT5G55180	AT2G40930	PPI
AT5G55180	AT3G26590	PPI
AT5G55180	AT4G14240	PPI
AT5G55180	AT5G15090	PPI
AT5G60550	AT5G55180	PPI
AT5G55190	AT1G05830	PPI
AT5G55190	AT1G25520	PPI
AT5G55190	AT2G18230	PPI
AT5G55190	AT3G04680	PPI
AT5G55190	AT3G62310	PPI
AT5G55190	AT3G62870	PPI
AT5G55190	AT5G42190	PPI
AT5G63860	AT5G55190	PPI
AT5G55310	AT1G07430	PPI
AT5G55310	AT1G48920	PPI
AT5G55310	AT1G50490	PPI
AT5G55310	AT1G54390	PPI
AT5G55310	AT2G06210	PPI
AT5G55310	AT2G13680	PPI
AT5G55310	AT2G44860	PPI
AT5G55310	AT3G06910	PPI
AT5G55310	AT3G25100	PPI
AT5G55310	AT3G28730	PPI
AT5G55310	AT3G42660	PPI
AT5G55310	AT3G57870	PPI
AT5G55310	AT3G60240	PPI
AT5G55310	AT4G26840	PPI
AT5G55310	AT4G33620	PPI
AT5G55310	AT5G17770	PPI
AT5G55310	AT5G26680	PPI
AT5G55310	AT5G43500	PPI
AT5G55310	AT5G49010	PPI
AT5G63110	AT5G55310	PPI
AT5G55400	AT1G50030	PPI
AT5G55400	AT1G65040	PPI
AT5G55400	AT1G73570	PPI
AT5G55400	AT2G02760	PPI
AT5G55400	AT2G06510	PPI
AT5G55400	AT2G31200	PPI
AT5G55400	AT2G31300	PPI
AT5G55400	AT2G32850	PPI
AT5G55400	AT2G37550	PPI
AT5G55400	AT2G44950	PPI
AT5G55400	AT3G08720	PPI
AT5G55400	AT3G13920	PPI
AT5G55400	AT3G18060	PPI
AT5G55400	AT3G25230	PPI
AT5G55400	AT3G27000	PPI
AT5G55400	AT4G03430	PPI
AT5G55400	AT4G15930	PPI
AT5G55400	AT4G25120	PPI
AT5G55400	AT4G34570	PPI
AT5G55400	AT5G38470	PPI
AT5G55400	AT5G41150	PPI
AT5G55400	AT5G45130	PPI
AT5G55400	AT5G53770	PPI
AT5G55630	AT1G11250	PPI
AT5G55630	AT1G29960	PPI
AT5G55910	AT5G08160	PPI
AT5G55920	AT1G11680	PPI
AT5G55920	AT1G79150	PPI
AT5G55920	AT2G18020	PPI
AT5G55920	AT2G40430	PPI
AT5G55920	AT2G40700	PPI
AT5G55920	AT3G01610	PPI
AT5G55920	AT3G22660	PPI
AT5G55920	AT4G08350	PPI
AT5G55920	AT4G15000	PPI
AT5G55920	AT4G25730	PPI
AT5G55920	AT4G30870	PPI
AT5G55920	AT4G34910	PPI
AT5G55920	AT5G43940	PPI
AT5G56030	AT1G03530	PPI
AT5G56030	AT1G18070	PPI
AT5G56030	AT1G25220	PPI
AT5G56030	AT1G31780	PPI
AT5G56030	AT1G65040	PPI
AT5G56030	AT1G70320	PPI
AT5G56030	AT2G15430	PPI
AT5G56030	AT2G31660	PPI
AT5G56030	AT2G33240	PPI
AT5G56030	AT2G36170	PPI
AT5G56030	AT2G40430	PPI
AT5G56030	AT2G42810	PPI
AT5G56030	AT2G45000	PPI
AT5G56030	AT2G45300	PPI
AT5G56030	AT2G47620	PPI
AT5G56030	AT3G03110	PPI
AT5G56030	AT3G09920	PPI
AT5G56030	AT3G10050	PPI
AT5G56030	AT3G13330	PPI
AT5G56030	AT3G13445	PPI
AT5G56030	AT3G13920	PPI
AT5G56030	AT3G18524	PPI
AT5G56030	AT3G22830	PPI
AT5G56030	AT3G27000	PPI
AT5G56030	AT3G55620	PPI
AT5G56030	AT4G01370	PPI
AT5G56030	AT4G11420	PPI
AT5G56030	AT4G14800	PPI
AT5G56030	AT4G26840	PPI
AT5G56030	AT4G35020	PPI
AT5G56030	AT4G37760	PPI
AT5G56030	AT5G08670	PPI
AT5G56030	AT5G10260	PPI
AT5G56030	AT5G12370	PPI
AT5G56030	AT5G20850	PPI
AT5G56030	AT5G42190	PPI
AT5G56030	AT5G42740	PPI
AT5G56030	AT5G52210	PPI
AT5G56030	AT5G54750	PPI
AT5G56030	AT5G55090	PPI
AT5G56740	AT5G56030	PPI
AT5G62030	AT5G56030	PPI
AT5G67630	AT5G56030	PPI
ATCG00160	AT5G56030	PPI
AT5G56060	AT4G14350	PPI
AT5G56075	AT1G49540	PPI
AT5G56075	AT2G44860	PPI
AT5G56075	AT5G52640	PPI
AT5G56090	AT1G02410	PPI
AT5G56090	AT3G08950	PPI
AT5G56090	AT3G17910	PPI
AT5G56130	AT3G62870	PPI
AT5G56150	AT3G62870	PPI
AT5G56290	AT1G03000	PPI
AT5G56290	AT5G08470	PPI
AT5G56290	AT5G17550	PPI
AT5G56290	AT5G41700	PPI
AT5G56290	AT5G52640	PPI
AT5G56350	AT1G26160	PPI
AT5G56350	AT1G68200	PPI
AT5G56350	AT3G13900	PPI
AT5G56350	AT3G22890	PPI
AT5G56350	AT3G53030	PPI
AT5G56350	AT3G62870	PPI
AT5G56350	AT4G23430	PPI
AT5G56360	AT4G25120	PPI
AT5G66680	AT5G56360	PPI
AT5G56510	AT1G07180	PPI
AT5G56510	AT1G23740	PPI
AT5G56510	AT1G50060	PPI
AT5G56510	AT1G68310	PPI
AT5G56510	AT1G70580	PPI
AT5G56510	AT2G29140	PPI
AT5G56510	AT2G31760	PPI
AT5G56510	AT3G52560	PPI
AT5G56510	AT3G60860	PPI
AT5G56510	AT4G31770	PPI
AT5G56510	AT4G33720	PPI
AT5G63400	AT5G56510	PPI
AT5G56670	AT3G47960	PPI
AT5G56670	AT4G25780	PPI
AT5G56710	AT1G18830	PPI
AT5G56710	AT1G52980	PPI
AT5G56710	AT1G57660	PPI
AT5G56710	AT1G72440	PPI
AT5G56710	AT2G36930	PPI
AT5G56710	AT3G11510	PPI
AT5G56710	AT3G19170	PPI
AT5G56710	AT3G58660	PPI
AT5G56710	AT3G60240	PPI
AT5G56710	AT4G02230	PPI
AT5G56710	AT4G20020	PPI
AT5G56710	AT4G38630	PPI
AT5G56710	AT5G24410	PPI
AT5G56710	AT5G46430	PPI
AT5G56740	AT1G02740	PPI
AT5G56740	AT1G65560	PPI
AT5G56740	AT3G62870	PPI
AT5G56740	AT5G10390	PPI
AT5G56740	AT5G10400	PPI
AT5G56740	AT5G10830	PPI
AT5G59690	AT5G56740	PPI
AT5G56860	AT4G25120	PPI
ATCG00790	AT5G56900	PPI
AT5G56940	AT1G65540	PPI
AT5G56940	AT2G02760	PPI
AT5G56940	AT3G17660	PPI
ATCG00160	AT5G56940	PPI
ATCG01240	AT5G56940	PPI
AT5G57015	AT1G56330	PPI
AT5G57015	AT3G43980	PPI
AT5G57015	AT3G62870	PPI
AT5G57015	AT4G13980	PPI
AT5G57015	AT4G33730	PPI
AT5G57015	AT4G35800	PPI
AT5G57015	AT5G37720	PPI
AT5G57015	AT5G41190	PPI
AT5G57015	AT5G50550	PPI
AT5G66640	AT5G57015	PPI
AT5G57020	AT3G06483	PPI
AT5G57160	AT1G18090	PPI
AT5G57160	AT1G67500	PPI
AT5G57160	AT2G44680	PPI
AT5G57160	AT5G52640	PPI
AT5G57190	AT1G18830	PPI
AT5G57190	AT1G21190	PPI
AT5G57190	AT1G61670	PPI
AT5G57190	AT2G43810	PPI
AT5G57190	AT3G09800	PPI
AT5G57190	AT3G14740	PPI
AT5G57190	AT3G19930	PPI
AT5G57190	AT4G18760	PPI
AT5G57190	AT4G33730	PPI
AT5G57190	AT5G19300	PPI
AT5G57190	AT5G52210	PPI
AT5G57190	AT5G53120	PPI
AT5G65690	AT5G57190	PPI
AT5G65940	AT5G57190	PPI
AT5G66410	AT5G57190	PPI
AT5G57240	AT5G04540	PPI
AT5G57270	AT1G52500	PPI
AT5G57270	AT1G61670	PPI
AT5G57270	AT2G01290	PPI
AT5G57270	AT2G23070	PPI
AT5G57270	AT3G56160	PPI
AT5G65430	AT5G57270	PPI
AT5G57300	AT3G63150	PPI
AT5G57330	AT1G05785	PPI
AT5G57330	AT1G11250	PPI
AT5G57330	AT1G27970	PPI
AT5G57330	AT1G34580	PPI
AT5G57330	AT1G51770	PPI
AT5G57330	AT1G65240	PPI
AT5G57330	AT2G05840	PPI
AT5G57330	AT2G13650	PPI
AT5G57330	AT2G35390	PPI
AT5G57330	AT2G37470	PPI
AT5G57330	AT2G43360	PPI
AT5G57330	AT2G47760	PPI
AT5G57330	AT3G12690	PPI
AT5G57330	AT3G19980	PPI
AT5G57330	AT3G28730	PPI
AT5G57330	AT3G53890	PPI
AT5G57330	AT3G59410	PPI
AT5G57330	AT4G17190	PPI
AT5G57330	AT4G25780	PPI
AT5G57330	AT4G36860	PPI
AT5G57330	AT5G26340	PPI
AT5G57440	AT5G52640	PPI
AT5G57450	AT1G02680	PPI
AT5G57450	AT1G60620	PPI
AT5G57450	AT1G63160	PPI
AT5G57450	AT2G24490	PPI
AT5G57450	AT2G44680	PPI
AT5G57450	AT5G09740	PPI
AT5G57450	AT5G10790	PPI
AT5G57450	AT5G41880	PPI
AT5G57450	AT5G49510	PPI
